repair_id,severity,repair_name,employee_id
d4a45bfc-06e8-4a37-a027-8f5681247ca3,0.171627032,Transformer Oil Leak Repair,
c95e20c7-62b3-4b3d-8f5a-9c539a303f50,0.344805902,Transformer Oil Leak Repair,
55e052cf-b3e1-47b6-a71d-b206158d4dd3,0.67665457,Transformer Oil Leak Repair,
954a8d32-5f32-4759-9e15-a94c03b7ee86,0.981269953,Transformer Oil Leak Repair,
37b207bf-72bb-4116-94e6-ce87534a17a8,0.860079651,Transformer Oil Leak Repair,
6628fddf-f33c-4098-8739-0fa9d24533ec,0.305555632,Transformer Oil Leak Repair,
c4c19c84-b8fa-4dd5-b9f7-46482c662d5b,0.668870116,Transformer Oil Leak Repair,
09d2f8d3-7e2c-4f2e-bfa5-318af9e0ff65,0.578175575,Transformer Oil Leak Repair,
43d7f140-4ec2-4e80-9c4c-9641dd574343,0.998092162,Transformer Oil Leak Repair,
3a599e16-2eaa-4697-98cc-fec6d236fb6a,0.300226519,Transformer Oil Leak Repair,
83b0b93b-0ccf-4ebe-8d6a-e5989f5c9619,0.108650227,Transformer Oil Leak Repair,
8ce677ee-8658-45fe-bb64-6808a49923d1,0.767649223,Transformer Oil Leak Repair,
f2220ae0-9dad-484b-abc9-468b10c4365e,0.215637694,Transformer Oil Leak Repair,
1c843e57-c42a-4038-9c0c-17b8eb726d01,0.113006075,Transformer Oil Leak Repair,
9251332c-3f81-4f6e-9606-19ea54bad9e0,0.400930105,Transformer Oil Leak Repair,
a68d3e4e-b147-4178-b12d-975515bb3fca,0.981128287,Transformer Oil Leak Repair,
c90a856b-723b-415c-8581-b8d36ce699aa,0.268812172,Transformer Oil Leak Repair,
5fd59310-9fdc-4f88-9a3e-dbcb5ab05fe1,0.586288547,Transformer Oil Leak Repair,
bd27c645-1e57-4e78-9df2-0f1f0a423400,0.360962244,Transformer Oil Leak Repair,
47646d5c-4c4b-47ef-b152-94ddb5793537,0.543695949,Transformer Oil Leak Repair,
c76f1992-0b9b-48c7-97f4-1e20d5c52609,0.640922203,Transformer Oil Leak Repair,
f7fc7430-6e6b-4582-b435-b03b00b2b8f9,0.902490109,Transformer Oil Leak Repair,
a2538220-382a-454c-824d-20c3a3480ace,0.164905801,Transformer Oil Leak Repair,
78c96e50-c714-407a-9ba6-1d3e97d5c201,0.190325688,Transformer Oil Leak Repair,
5db71c89-2f2c-4e99-a8d3-0b8e54ffc6a9,0.635754484,Transformer Oil Leak Repair,
78eacbd9-048d-4735-aaf1-d410f25fd18f,0.940954757,Transformer Oil Leak Repair,
8ecc0db3-cd32-427a-8a54-6e6e641d3f29,0.232698851,Transformer Oil Leak Repair,
aaf39fb6-3cf4-4659-950c-3341e8747772,0.196934387,Transformer Oil Leak Repair,
b8f54ab0-2661-46f4-a547-0d80618da8cf,0.507393225,Transformer Oil Leak Repair,
cf7c30c2-637b-4bde-8b9d-0d44e9c3cd90,0.397637178,Transformer Oil Leak Repair,
82d145aa-4b0f-4810-9617-497889e0b543,0.128057058,Transformer Oil Leak Repair,
4d65db8f-28b1-4d08-a7f1-aff094627112,0.753926997,Transformer Oil Leak Repair,
4885da96-fb4d-4380-b623-4b2e7c19f694,0.322223224,Transformer Oil Leak Repair,
803a0eea-36f6-45a9-a1c9-05941ce13a40,0.789327234,Transformer Oil Leak Repair,
38bf01f4-0356-4b07-8006-b9bc13923dc0,0.906901162,Transformer Oil Leak Repair,
fb0cc738-b735-42eb-b5e3-345fd86f01d0,0.397552475,Transformer Oil Leak Repair,
9be4cbed-7e96-40ed-9b3f-0d2943e97829,0.020978624,Transformer Oil Leak Repair,
64d6fba3-69e2-4794-a51a-d2b559cdaba9,0.990844197,Transformer Oil Leak Repair,
886c4456-5dc0-45e9-8556-e3d4ad75a1b0,0.727234118,Transformer Oil Leak Repair,
3fa98866-1f15-4430-834a-54658956042d,0.032272278,Transformer Oil Leak Repair,
5d7aa5e1-e93a-4705-99c4-6c4ea8523f23,0.018803795,Transformer Oil Leak Repair,
f85ee31e-2145-4cad-aa66-a25d586adadd,0.481713719,Transformer Oil Leak Repair,
494a28d0-f053-4ec3-a0b9-88c1785436a1,0.990574198,Transformer Oil Leak Repair,
662bc0f0-0326-4335-ade1-49b9bfb17228,0.598406357,Transformer Oil Leak Repair,
e3849af5-1b7c-4882-8086-48e9aaf6c5a9,0.305436696,Transformer Oil Leak Repair,
76e08b24-65c3-46b4-a166-196a07ee7b3f,0.197858693,Transformer Oil Leak Repair,
7b3553b4-5122-493e-ac13-d956358d6acd,0.109421071,Transformer Oil Leak Repair,
0bf0b97f-0968-442c-8ef8-5b7aff9c1ba4,0.899170225,Transformer Oil Leak Repair,
517aa4f4-065c-410c-8b8e-1a15456c1c13,0.633070489,Transformer Oil Leak Repair,
4ff62782-434e-4da7-a86b-ba2325b9de88,0.699665185,Transformer Oil Leak Repair,
b7750f50-70a8-4bc3-a853-596bf685e067,0.785321978,Transformer Oil Leak Repair,
8b76fd21-8eaf-408f-953d-eb42632ba9f0,0.088174501,Transformer Oil Leak Repair,
b914f819-95ae-47b7-889c-32ae8814ffa9,0.63176451,Transformer Oil Leak Repair,
a9b707e4-048d-4653-a5d9-3b1dcb226d08,0.917651338,Transformer Oil Leak Repair,
bc035b6d-5033-4366-9d76-1fa552ccb337,0.275079012,Transformer Oil Leak Repair,
32c70a32-8113-4013-8143-1f75dc7de2fa,0.494313297,Transformer Oil Leak Repair,
d0b72928-4b51-49e9-b42d-d4783a769047,0.006161857,Transformer Oil Leak Repair,
8b6743e2-809b-46fc-92aa-9c2b95ae98da,0.247374543,Transformer Oil Leak Repair,
fc891556-4a91-44a4-a016-dbfde8b8c351,0.971863061,Transformer Oil Leak Repair,
a1d9ef99-7e76-43ca-b60b-01a00be5dc0a,0.615400018,Transformer Oil Leak Repair,
81f8bfb5-23b8-47c6-8698-d6a78ece8eba,0.076111051,Transformer Oil Leak Repair,
8b8f8dca-7655-49fd-b354-ee0b6799380c,0.879571963,Transformer Oil Leak Repair,
5ab0893b-0168-4020-a354-44665c9b1969,0.499996398,Transformer Oil Leak Repair,
657c57b1-f2a9-4a35-8afb-99680daac44c,0.214801821,Transformer Oil Leak Repair,
9a11fb6a-dc17-4631-952e-c7038c658889,0.297450437,Transformer Oil Leak Repair,
62ef6a49-f930-4c86-9a7c-82a761fc262d,0.192104379,Transformer Oil Leak Repair,
4a0c91d8-2497-45bc-af57-525464c989a2,0.126864996,Transformer Oil Leak Repair,
0be1120d-3f63-4222-9d2c-5416fc3ea325,0.162366461,Transformer Oil Leak Repair,
02ce2f96-dc91-4c94-b449-3c5c68998676,0.15657823,Transformer Oil Leak Repair,
33be7125-981b-4ef3-86d5-6a0066153f6d,0.017366683,Transformer Oil Leak Repair,
f5a37538-2b1b-4cf6-a691-7d0bff1e4bce,0.59295126,Transformer Oil Leak Repair,
d3d95855-b2b9-4fc2-bbe1-dbca67c124f2,0.377453699,Transformer Oil Leak Repair,
d73b0148-a553-4cd7-af91-1f9938474e1d,0.290284758,Transformer Oil Leak Repair,
5dcd1ef9-a285-44da-9eae-e1d1d9deed90,0.017897449,Transformer Oil Leak Repair,
89372bf6-b5f8-415d-bf37-66f70c6d6758,0.78477517,Transformer Oil Leak Repair,
333387a9-5fa1-48b0-b39d-1e604ec3166a,0.078903276,Transformer Oil Leak Repair,
b8795f58-6082-4b4a-809b-d3b4f01ad6e9,0.821662313,Transformer Oil Leak Repair,
09c3c934-7974-48ad-84dd-ab7e85c708f0,0.39955781,Transformer Oil Leak Repair,
2f07c364-0da1-4106-a603-368c2e10b825,0.547462744,Transformer Oil Leak Repair,
6e93ca92-9192-48e7-8a74-324dc7320d2f,0.934651242,Transformer Oil Leak Repair,
0501540f-d885-4e27-95d9-501e3fc53608,0.418894937,Transformer Oil Leak Repair,
00a47fa0-ad59-4353-a61a-e4c4a987187d,0.627023321,Transformer Oil Leak Repair,
4249ed37-99b4-482f-ab69-08ca5c4a1f72,0.684738166,Transformer Oil Leak Repair,
6b8d906f-e72d-4474-b52c-b5a7292a1e21,0.313390003,Transformer Oil Leak Repair,
0d664e6a-f811-4d09-9aa8-d59529aa22fc,0.095930802,Transformer Oil Leak Repair,
8919b383-a66b-4d3d-a252-00bb51a6d07c,0.188421944,Transformer Oil Leak Repair,
0ebfcd66-21e3-4dbf-8707-005ace28d223,0.4389947,Transformer Oil Leak Repair,
1417586a-9930-4248-b149-e068eaddb2bb,0.150878814,Transformer Oil Leak Repair,
198b352e-c8be-49c9-b7c3-bb7f60bdbfbd,0.837092353,Transformer Oil Leak Repair,
f354d1db-bfbb-4b67-a4f5-77f53e268a01,0.331754161,Transformer Oil Leak Repair,
1c1d6a6d-c5f3-423d-a7de-0743efb444d8,0.813231188,Transformer Oil Leak Repair,
be93900d-c413-4285-b802-5bd9c448cf9c,0.307219626,Transformer Oil Leak Repair,
b44ef8af-8fe7-4dc5-a0fd-6ce1c852c07e,0.057583074,Transformer Oil Leak Repair,
f6caa703-7f47-497c-b58d-2fb5535691b2,0.499191124,Transformer Oil Leak Repair,
c273b5b5-d31b-4559-8498-a903769a860f,0.145699463,Transformer Oil Leak Repair,
af5337fe-6f87-44cb-8059-8bc8ec4df878,0.961948746,Transformer Oil Leak Repair,
6054faa9-82c0-48a9-8542-f1468cf67b2f,0.327121769,Transformer Oil Leak Repair,
cdaa42ec-c7c4-45ee-a99f-13415fbc6246,0.699525666,Transformer Oil Leak Repair,
20c5b852-2364-4d0b-a2cf-46d32003b772,0.805184996,Transformer Oil Leak Repair,
6d6b91da-a479-464c-9e04-77cab6599c1c,0.030926254,Transformer Oil Leak Repair,
e1656a5f-cd8a-4861-bdcd-dddd679b1055,0.856995387,Transformer Oil Leak Repair,
04c10fe7-eb43-421d-9902-15817479a67d,0.114405923,Transformer Oil Leak Repair,
09425a75-399b-4cab-b816-7589a6e10eb3,0.712313096,Transformer Oil Leak Repair,
e02ecea2-db69-4665-a1cf-c4dbad92f0b3,0.53767776,Transformer Oil Leak Repair,
fc5eb048-38ee-4e5f-9dad-8fb4e4841bc8,0.081764339,Transformer Oil Leak Repair,
3bce70bc-24df-49aa-8eba-6f891d203258,0.672353261,Transformer Oil Leak Repair,
14f1b1ac-9f23-4129-a0a2-a72a3699c434,0.269376843,Transformer Oil Leak Repair,
cf07d24a-70cb-4545-abd5-b4dbe791c39a,0.666831185,Transformer Oil Leak Repair,
0d9708d9-4189-4ed0-9a51-47cf30d15623,0.873648486,Transformer Oil Leak Repair,
4e7c9fe4-75e9-4206-9d2a-0a86a54a9bfc,0.101880265,Transformer Oil Leak Repair,
ee9f5c49-fa6c-49bc-87e5-3fb119466ae2,0.820672387,Transformer Oil Leak Repair,
991f2343-0558-43d9-a39d-3455bf0534c7,0.078330301,Transformer Oil Leak Repair,
a565d83c-add9-451a-80e8-f182275b1f9a,0.587041338,Transformer Oil Leak Repair,
740f429b-1ea3-4119-91a7-733a2abab76a,0.435971363,Transformer Oil Leak Repair,
3459d6d5-81f3-49c1-9b20-6f9f37778b1f,0.08987582,Transformer Oil Leak Repair,
67f7f7bf-c9e0-4ca3-80f5-42209ddcefb7,0.248551108,Transformer Oil Leak Repair,
48a9e006-d33e-4815-b297-71fa8b51053b,0.262245888,Transformer Oil Leak Repair,
6447b50d-3170-42f0-9c69-9af94300ae3c,0.033215935,Transformer Oil Leak Repair,
15bd8345-9309-480c-9587-4230ccc3affe,0.278741744,Transformer Oil Leak Repair,
45ae6e54-358a-40fe-8c30-85e719099950,0.943440295,Transformer Oil Leak Repair,
a814cbe9-4415-4122-b9a2-88e8d14730a7,0.839180638,Transformer Oil Leak Repair,
dab20e43-6937-4068-a7c4-b94018d21646,0.357118129,Transformer Oil Leak Repair,
761c8e5e-2254-4f82-9aa2-54e95fe0bd14,0.145037488,Transformer Oil Leak Repair,
296f7067-fe7a-453b-b065-b0ef22cfd825,0.721152373,Transformer Oil Leak Repair,
329febed-8801-4968-af1b-5a5ea004984d,0.466344957,Transformer Oil Leak Repair,
1db5bae5-6bd9-4602-a140-d4ed6a1678e6,0.606446973,Transformer Oil Leak Repair,
8d10041b-63ea-4fa5-9fb6-c894ca08d648,0.734803657,Transformer Oil Leak Repair,
acfb9aeb-adac-4317-a035-e813b3f7e904,0.897994381,Transformer Oil Leak Repair,
dbdbf6a9-2d0a-40a1-870e-8bfdd7724c90,0.657590744,Transformer Oil Leak Repair,
d65564c2-c538-4d93-80ad-04ecc76e6adf,0.868458736,Transformer Oil Leak Repair,
edfed033-a5de-425b-b9f8-9b7d908aaeaf,0.825405793,Transformer Oil Leak Repair,
abb56917-2634-4004-aa05-31c8fd77877d,0.807981397,Transformer Oil Leak Repair,
58b2b464-6fc9-4163-baad-cbb6079fba49,0.532411929,Transformer Oil Leak Repair,
8de64759-5e63-4d49-a09f-3e58a79590e4,0.777222344,Transformer Oil Leak Repair,
c09bfb68-418d-4b31-94cb-49d359134629,0.046994608,Transformer Oil Leak Repair,
cfae1b78-6360-4402-b461-fc07e398e1dc,0.871644121,Transformer Oil Leak Repair,
66980d6f-c936-4e34-adcb-b411dcab678e,0.548449439,Transformer Oil Leak Repair,
cf6b8e26-fb0a-4fb6-a035-06aab9e06557,0.109301021,Transformer Oil Leak Repair,
b965f1e4-36f6-4092-98ff-a6fc2a773551,0.576702709,Transformer Oil Leak Repair,
6cc92473-0841-4d1c-9024-64b4e149783f,0.036846993,Transformer Oil Leak Repair,
748ed088-94d3-4ba9-93c7-93392e83b7e7,0.882979201,Transformer Oil Leak Repair,
5a49f759-6462-454c-b134-1647fe335906,0.896116203,Transformer Oil Leak Repair,
bc8bc99d-4a4b-4559-b5d7-fda55afb3792,0.900152006,Transformer Oil Leak Repair,
ff75f7c7-08e0-40d4-ad59-0c69354a4592,0.970981409,Transformer Oil Leak Repair,
6edca3c1-58a6-4c55-a0ef-2cd85c5010a1,0.831219922,Transformer Oil Leak Repair,
0d8807ef-3eb1-4df1-a7d8-803398d7ccb2,0.348744267,Transformer Oil Leak Repair,
b9d95c58-cc29-4872-9e8f-e2d7176aafed,0.775864419,Transformer Oil Leak Repair,
7c5827b2-a5e5-467f-8bc6-60b5bb43049f,0.805488044,Transformer Oil Leak Repair,
36fde5a0-5619-472d-b9fa-e2a134954d1b,0.231435064,Transformer Oil Leak Repair,
da3cb3ce-c098-4330-95c8-4556d50f6a61,0.993827623,Transformer Oil Leak Repair,
8d70298d-5414-4a9b-8f71-1c35063c8eea,0.579872653,Transformer Oil Leak Repair,
f94b8605-afe3-4c45-be7e-8c9ca9a91ea7,0.650695167,Transformer Oil Leak Repair,
67c99da6-b962-4f32-a672-1adee249e60d,0.237682813,Transformer Oil Leak Repair,
ff54b62b-8119-4179-86b5-bd9df7608cd4,0.489049938,Transformer Oil Leak Repair,
96fe6486-3230-457f-a597-a8ff6d055d46,0.771249033,Transformer Oil Leak Repair,
e16d2db3-c8ba-4b35-b272-028fbf995205,0.063845695,Transformer Oil Leak Repair,
c306f315-f875-4570-bba9-a995467e6ed1,0.445127342,Transformer Oil Leak Repair,
80771696-7deb-4b56-92b4-64f0e0db8db3,0.849204432,Transformer Oil Leak Repair,
d0e8d0d0-0811-492c-b899-3d1d92453084,0.065474002,Transformer Oil Leak Repair,
ceafbc6c-9089-4dc3-b4d8-e5c8f429fa4a,0.280298493,Transformer Oil Leak Repair,
42bad2cd-64e4-4887-8564-52fae1f02500,0.025874412,Transformer Oil Leak Repair,
cb07394e-f96a-4076-b5bb-c1798e2e3357,0.627307575,Transformer Oil Leak Repair,
31ed989a-4e59-4ba2-a44c-daeb0dc3c373,0.292199249,Transformer Oil Leak Repair,
b934e1be-d52a-45b9-ad44-e70da9eea323,0.635578098,Transformer Oil Leak Repair,
e404e2ee-a408-4e4c-ba78-ae2290abc7d6,0.364423572,Transformer Oil Leak Repair,
24735c70-4a20-42e9-898e-830e8c7c6306,0.593747096,Transformer Oil Leak Repair,
ca15727f-6757-4ff8-8eb5-b864cf8ebeef,0.764007444,Transformer Oil Leak Repair,
5ad70eef-d1f4-4054-aafa-2bff218e0e53,0.450336088,Transformer Oil Leak Repair,
45031916-28e8-41bd-a736-223cf7f758ea,0.346355052,Transformer Oil Leak Repair,
6d007935-568a-4087-95c0-98db5a13aec0,0.430588183,Transformer Oil Leak Repair,
fcb52512-9b76-477b-8a24-c8aad93e3f3a,0.997752595,Transformer Oil Leak Repair,
1a5d0cb7-1e46-4380-a619-2b16d6553d4a,0.897006999,Transformer Oil Leak Repair,
0323247a-03ec-47b6-96fc-6dbf52dde8e0,0.747434741,Transformer Oil Leak Repair,
6d00bb2c-5fa4-485d-9a02-5489bdf8e3ad,0.993385566,Transformer Oil Leak Repair,
93f82fe4-77dd-49ac-8e9d-b213ac349225,0.915307331,Transformer Oil Leak Repair,
9a0ea83a-69a4-493c-b2f2-e14f8f1c2dd5,0.156019009,Transformer Oil Leak Repair,
75d53db9-aae5-44fc-b770-a23bac91bfef,0.527721011,Transformer Oil Leak Repair,
f3b62fc6-bb48-4e00-ba0e-8616fc9b2ada,0.806618735,Transformer Oil Leak Repair,
f86ee554-eb79-430e-aae4-fb8cf6bfdb8e,0.920879771,Transformer Oil Leak Repair,
7f93fdec-d909-4961-a107-1c573907888f,0.755189495,Transformer Oil Leak Repair,
8a80562c-89f0-42d7-bf7d-5302caa5329b,0.999550097,Transformer Oil Leak Repair,
911ac1a5-f2f7-463a-b095-0ee544d1bbbc,0.712649687,Transformer Oil Leak Repair,
7b95370a-f114-4a45-9059-fce2dd165f56,0.585574348,Transformer Oil Leak Repair,
93a34e05-3670-4164-abee-740f1227d313,0.571645476,Transformer Oil Leak Repair,
18a7a0e3-29a5-4116-a7b7-c80b8878868f,0.051928025,Transformer Oil Leak Repair,
9080cb0a-6e3d-43e9-971b-cf7a82f753ac,0.876071103,Transformer Oil Leak Repair,
10f67400-de8e-4513-b4ea-7163af9cc409,0.679871199,Transformer Oil Leak Repair,
8f9f2259-e7b6-43a1-a3f4-7dbcb5375265,0.608468261,Transformer Oil Leak Repair,
9153bafd-c16a-4489-aa35-12e4891cae7d,0.475079797,Transformer Oil Leak Repair,
ee3da014-f1a5-434e-bbe9-47e856c877f6,0.546824326,Transformer Oil Leak Repair,
c1813691-a98c-48cb-bd40-168ae2dc068d,0.025245818,Transformer Oil Leak Repair,
54db4d3e-c57e-4da4-af53-65d56c6b0003,0.462903147,Transformer Oil Leak Repair,
453e0778-2f05-4ead-9312-7d574b3652cf,0.526467367,Transformer Oil Leak Repair,
f7fbc338-a007-4312-ad84-14e1cd5c8ccd,0.833715398,Transformer Oil Leak Repair,
6c51ea25-a399-4a08-a059-9f0fef3f93fd,0.763559525,Transformer Oil Leak Repair,
4e519a01-1930-4c5d-84c7-d488b12e92dc,0.820593922,Transformer Oil Leak Repair,
1a0eafea-cd1e-466c-83b5-27dbd39c22c1,0.296896795,Transformer Oil Leak Repair,
d6545c76-f0f0-4bdf-9d6d-fcbf0d890a21,0.309032296,Transformer Oil Leak Repair,
b80973b4-9621-4e35-b0b1-b6b549f791b6,0.767580256,Transformer Oil Leak Repair,
03d23688-c188-44db-aa08-c44cc59aad76,0.507730078,Transformer Oil Leak Repair,
6cfe46f4-a8b8-4975-8a8e-78e9d4b9e316,0.883173473,Transformer Oil Leak Repair,
794bd785-ed80-43da-b593-c3fa4d14cd34,0.634566366,Transformer Oil Leak Repair,
41784c71-6925-4e25-94e7-f0a0176b6af5,0.871734386,Transformer Oil Leak Repair,
345fbd9d-7247-41ce-956b-68c5db3d7ebe,0.857073739,Transformer Oil Leak Repair,
da38804c-56fe-4600-a2f7-645647dbde16,0.428292627,Transformer Oil Leak Repair,
031111d5-567b-451d-b69f-2aa37330dcc2,0.682308908,Transformer Oil Leak Repair,
17dcc555-662c-4dd0-840e-d14209dbcf10,0.488071429,Transformer Oil Leak Repair,
e6f22eb0-34cc-4c9c-9a45-1de9b9fce806,0.344467845,Transformer Oil Leak Repair,
572ec351-aa10-4183-8ca8-0031f42fba92,0.460609869,Transformer Oil Leak Repair,
5420bbda-abce-4844-ac7a-9a61ca4bed53,0.198032437,Transformer Oil Leak Repair,
cac0f8ba-bd27-464c-b51f-9e89b4e23ac9,0.101091263,Transformer Oil Leak Repair,
dcc31661-8c32-490d-82bd-00536fade1c1,0.679637272,Transformer Oil Leak Repair,
6f9a4f6a-720a-4ae8-91eb-f73daa793517,0.701761405,Transformer Oil Leak Repair,
47632811-d9e1-484e-8eb0-8b33c3a35b10,0.349169546,Transformer Oil Leak Repair,
02bb6f82-30ac-44c3-a0e8-acc047ca9a66,0.357506314,Transformer Oil Leak Repair,
8f7abe54-3ac9-4e51-8de9-d4d626119966,0.213373714,Transformer Oil Leak Repair,
05d0ca48-f12b-4a3d-b663-0955aecf5604,0.360319294,Transformer Oil Leak Repair,
a5416f93-4283-47ec-99d3-1634a98ffeae,0.047997399,Transformer Oil Leak Repair,
142da2d3-1e67-4917-aab0-bc97e4af6674,0.8255864,Transformer Oil Leak Repair,
f250c22f-d671-4346-bfe7-c5e95c774f99,0.088815325,Transformer Oil Leak Repair,
c094a54c-176b-40a2-bf5d-e20ec09f6e31,0.782431059,Transformer Oil Leak Repair,
2f47f833-79fd-4d96-b21b-e4d3539ea1af,0.186521464,Transformer Oil Leak Repair,
b95a6972-a49f-44ca-b804-92503f570f5c,0.268115026,Transformer Oil Leak Repair,
32bf05b6-88b1-4042-88e4-1ce99db494ac,0.142917082,Transformer Oil Leak Repair,
c88a07d3-7b08-43ed-a47b-004fb93e687c,0.909406767,Transformer Oil Leak Repair,
85d52681-1c6b-4471-a85a-113c72d01ba0,0.659234681,Transformer Oil Leak Repair,
95b33f51-65f1-4f40-8383-67a9c82396a6,0.135141322,Transformer Oil Leak Repair,
b9339f5c-0337-49be-959c-e21393a64043,0.35831162,Transformer Oil Leak Repair,
d69016fd-6a5b-4231-b078-608ef42828b4,0.489425872,Transformer Oil Leak Repair,
45c0f4c0-6d57-44e8-84e9-d95e26e2b480,0.936881138,Transformer Oil Leak Repair,
26954d89-20d8-4f6b-b886-401325d2be9c,0.770854432,Transformer Oil Leak Repair,
96a43f17-ec3a-4a39-a4a9-466f9cf495ee,0.754080421,Transformer Oil Leak Repair,
a21d32e7-66e4-4c4a-8d5d-a4bb1c8f934d,0.393778487,Transformer Oil Leak Repair,
475ba0eb-54b3-4ae6-82d0-40ffdc311c7c,0.530582862,Transformer Oil Leak Repair,
62c960d7-f113-4f1e-979b-018a79d26020,0.655928658,Transformer Oil Leak Repair,
5cd52d2d-48ea-4767-ba53-1b4db8c5c217,0.218324474,Transformer Oil Leak Repair,
99afe182-9064-4ff2-85c3-6702db77e89c,0.297729413,Transformer Oil Leak Repair,
fcd81796-6915-45f0-96eb-b9864f2541b8,0.58613416,Transformer Oil Leak Repair,
9ec0e7df-65b2-43ed-b37e-8a675948dbfb,0.974704987,Transformer Oil Leak Repair,
d14a9404-bfd4-4a77-b8c4-819e4f41e62d,0.191994398,Transformer Oil Leak Repair,
05cea804-8348-4730-9f0d-f192a0221760,0.076421055,Transformer Oil Leak Repair,
80e6f59c-d2da-4dce-8d99-15f4e2daf5f1,0.233160908,Transformer Oil Leak Repair,
2eb2ada0-a274-462c-88fb-59bba73e8e85,0.624462569,Transformer Oil Leak Repair,
880f6bb1-8838-4cca-89d1-089ca2d3e1ac,0.376184585,Transformer Oil Leak Repair,
a32a8ef5-8943-48df-86aa-2c82058aa8cc,0.869118508,Transformer Oil Leak Repair,
4317fe12-d9f2-4438-9808-5db5abfe8a18,0.953026955,Transformer Oil Leak Repair,
69ec4cbc-7a2e-408a-9b15-165bdcd57319,0.258716661,Transformer Oil Leak Repair,
69351165-aefd-44c9-a624-ac3dba797148,0.809739166,Transformer Oil Leak Repair,
c312e621-c140-41be-b32d-b32e3bdd59d8,0.086421133,Transformer Oil Leak Repair,
e2b81a9d-4c36-433c-9d6c-7c2a61724c4e,0.55625832,Transformer Oil Leak Repair,
2a5fcc8b-00f3-4aee-ba0c-71c4af3a5c6a,0.014335314,Transformer Oil Leak Repair,
9f3fc77d-10bd-4e10-b579-0c19a67efc54,0.951214672,Transformer Oil Leak Repair,
78d18120-520c-41f8-b38b-8afceaa51fca,0.898103854,Transformer Oil Leak Repair,
